Title,URL,Content
"Remembering the man who became Indian music's global ambassadorZakir Hussain, legendary tabla virtuoso, leaves behind a timeless rhythmic legacy.11 hrs agoAsia",https://www.bbc.com/news/articles/cwype77kwyjo,"Zakir Hussain, the legendary tabla virtuoso and global ambassador of Indian classical musicwho has died aged 73, leaves behind a timeless rhythmic legacy that will inspire generations.A child prodigy, he collaborated with Indian classical icons like Ravi Shankar, Ali Akbar Khan, and Shivkumar Sharma and global musicians like John McLaughlin and George Harrison.Born on 9 March, 1951, in Mahim, Mumbai, he was the eldest son of Ustad Allarakha, one of history's most iconic players of the tabla - a pair of traditional Indian hand played drums.Hussain's journey, from a child prodigy to an internationally celebrated percussionist, was a masterclass in balancing tradition and innovation.Hussain's life revolved around rhythm from the very beginning.The sound of the tabla was his first language, his earliest ""words"". By the age of 12, he was already performing globally, accompanying stalwarts like Pandit Ravi Shankar and Ustad Ali Akbar Khan during his teenage years.While rooted in the Hindustani classical tradition, Hussain possessed an insatiable curiosity that propelled him to explore other genres, leading to ground-breaking collaborations across the world.In 1973, he co-founded Shakti with guitarist John McLaughlin, a group that fused Indian classical music with jazz and Western traditions, creating a new global sound.Over five decades, Shakti evolved, featuring luminaries like violinist L Shankar, percussionist Vikku Vinayakram, and mandolin maestro U Srinivas.Their first studio album in 46 years, This Moment, won the Grammy for Best Global Music Album in 2024, marking a fitting finale to their 50th-anniversary tour. Hussain's virtuosity on the tabla was pivotal to Shakti's success and to the global appreciation of Indian rhythms. Zakir Hussain's contributions extended far beyond Shakti.He was a key collaborator in Planet Drum and Global Drum Project, both with Grateful Dead drummer Mickey Hart, earning him Grammy Awards in 1991 and 2008.He worked with banjo maestro Béla Fleck and bassist Edgar Meyer on the Grammy-winning As We Speak (2024), further cementing his status as a pioneer of cross-genre collaborations. He also collaborated with musicians as diverse as Yo-Yo Ma, George Harrison, Van Morrison and Billy Cobham, bringing Indian classical music to global audiences.His ventures like Tabla Beat Science, a fusion of Indian classical music with electronic and world music, and orchestral works such asPeshkarfor the Symphony Orchestra of India showcased his unrelenting drive to innovate while respecting his roots.""The moment you think you're a maestro, you are distancing yourself from the others,"" Hussain toldRolling Stone Indiamagazine earlier this year. ""You have to be part of a group, and not dominate it.""This philosophy made him not only a consummate artist but also a lifelong learner and mentor.Hussain's flamboyance and speed and precision of his performances earned him widespread admiration.The New York Times, in its review of a 2009 jazz performance at Carnegie Hall, described his artistry as embodying""an impish strain of virtuosity"".""He's a fearsome technician but also a whimsical inventor, devoted to exuberant play. So he rarely seems overbearing, even when the blur of his fingers rivals the beat of a hummingbird's wings."" His accolades are as numerous as the beats he crafted.A recipient of the Padma Bhushan and Padma Shri, Hussain was also a National Endowment for the Arts National Heritage Fellow in the United States. He delighted audiences at prestigious venues like Carnegie Hall and collaborated with jazz legends, Western classical orchestras, and Carnatic music maestros.Despite his global acclaim, Hussain remained deeply connected to his Indian roots. His early years in a modest chawl - large tenement complexes - in Mahim shaped his values.""For the first three-and-a-half years of my life, we all lived in one room that had no toilet. We had to use the common toilets,"" Hussain told Nasreen Munni Kabir.Offstage, Hussain was an avid reader and a fan of Isaac Asimov's Foundation series. He loved poetry, cricket, and tennis, counting Roger Federer among his heroes. His curiosity extended to biographies of musical greats like Ravi Shankar and Miles Davis, reflecting his hunger for stories that transcended boundaries. Hussain would also later say that his TV advert for a popular tea brand - Taj Mahal - ""made me famous in India"".Hussain's death marks the end of an era but leaves an indelible mark on global music. Kabir, who chronicled his life, aptly captured his essence: ""Zakir's extraordinary playing and the extreme sense of rigour he brought to his art made him a phenomenon.""Music for Hussain was not just a career but a spiritual journey - a way to connect with people, traditions, and cultures across the globe.In his final years, Hussain remained as active as ever, performing, mentoring, and composing.""Being a student and having a drive to learn keeps me going. The opportunity to get inspired by all the young musicians out there helps me revamp myself. Age doesn't affect my energy and drive,"" he said last year."
"Jamie Foxx injured in altercation at his birthday dinnerA representative said he ""had to get stitches and is recovering"" after the incident at a Chinese restaurant.1 day agoUS & Canada",https://www.bbc.com/news/articles/c140e0pym6lo,"Hollywood actor Jamie Foxx's birthday dinner was cut short after he was involved in an altercation at a Beverly Hills restaurant, leaving him needing stitches, his representative said.The Django Unchained and Ray star was celebrating his 57th birthday on Friday.Someone at another table ""threw a glass that hit him in the mouth"" and the matter is now in ""law enforcement's hands,"" a representative for Foxx told the BBC's US partner CBS News.They added that the actor ""had to get stitches and is recovering"". Officials from Beverly Hills Police Department confirmed police attended Mr Chow, a high-end Chinese restaurant, after reports of an assault with a deadly weapon.Police found there had been a physical fight between two parties at the restaurant, and that reports of assault with a deadly weapon were unfounded. They did not elaborate on what sparked the fight.The representative told CBS News Los Angeles that Foxx was at the restaurant for a celebration, even though police did not specifically name him.The police were called around 10:10 p.m.It's unclear whether any arrests have been made and no other information was provided.The incident comes after Foxx revealedthe cause of his hospital admission in April last year.Speaking during a Netflix special earlier this month, the actor told the audience he'd suffered a ""brain bleed that led to a stroke"".He said he had a bad headache one day and asked for an aspirin, but before he could take it he ""went out (blacked out). I don't remember 20 days"".At the time, his daughter Corinne Foxx said he had experienced a ""medical complication"" but the family did not share details about his health issues.The star won an Oscar for best actor for playing musician Ray Charles in Ray in 2005. He was also nominated for best supporting actor the same year for his role in Collateral.His other films include Baby Driver, Annie and The Amazing Spider-Man 2."
The Christmas number one race - and how to win itAll Mariah and Wham! want for Christmas is a chart-topper. Can a newcomer like Tom Grennan stop them?2 days agoCulture,https://www.bbc.com/news/articles/cvg6ejq7zpyo,"This year's Christmas number one single will be unwrapped on Friday, with a mixture of old favourites, new efforts and wild cards all in the running.Last year, Wham! classic Last Christmastopped the yuletide singles chart,remarkably for the first time since its release in 1984, when the original Band Aid kept it off the number one spot.As is tradition, the festive number one will be announced on BBC Radio 1's chart show from 16:00 GMT on the Friday before Christmas.At the time of writing, a stocking full of artists - naughty and nice - are hoping to top the list. Wham!'s hit is the frontrunner after reclaiming the top spot in the last chart before the Christmas one, as people streamed it to get into the festive spirit. It has also been reissued on CD and 12-inch vinyl for its 40th anniversary for the final week of the chart race, giving it a further boost.Another seasonal staple,Mariah Carey'sAll I Want for Christmas, is not far behind.Also in this year's mix areBrenda Lee's golden oldie Rockin' Around the Christmas Tree and the latest incarnation ofBand Aid.They're joined by a new festive tune byTom Grennan, while songs byAriana GrandeandKelly Clarksonhave established themselves as returning Christmas classics.Or the chart crown could go to something non-Christmassy - like recent hits byGracie Abrams,RoseandBruno Mars, or the fast-risingLola Young.There was a long period when the Christmas number one was reserved for the latest X Factor winner - seven times between 2005-14 - or novelty charity-fundraising sausage-roll enthusiast LadBaby, a five-time victor between 2018-22.And just like with buying gifts, the key for any artists involved now, according to Official Chart Company boss Martin Talbot, is to step into Christmas with confidence and a strategy, and to go early. ""The singles market is very much dominated by streaming these days, in general terms, throughout the year,"" he says.""But the Christmas market is the one market where you can sell a lot of physical [copies and] a lot of downloads and actually make a big difference. Because people want to buy gifts.""That's where Wham! will do really well this year.""Physical or download sales count for much more than streams in the chart in the digital era. ""The other thing is, if you've got a charity record, let's not be shy about it,"" Talbot notes.That's an adage not lost on Bob Geldof and the Band Aid team, who are going again with their own 40th anniversary Ultimate Mix, which has made headlines this timeafter Ed Sheeran saidhe would have preferred for his vocals not to have been used again because of the song's portrayal of Africa.""When people engage with charity records, they're not doing it because they specifically want to listen to the charity record over and over again, Talbot notes.""Streaming doesn't really work."" Instead, he says: ""It's all about voting. And you cast your vote by buying a download or by buying physical products.""East 17,Reverend and the MakersandThe Celebsare all also having a go in aid of various charities this year, as areSouth Yorkshire Fire & Rescue. Mariah's slow-burning 1994 anthem finally topped the UK chart for the first time in 2020,returning to the summit in 2022.Yet despite it being screeched by revellers across the country every December, the unofficial queen of Christmas (her bid to trademark that moniker was denied by US authorities)has never been at the top of the UK chart in Christmas week itself.""It was the first Christmas song I ever wrote and I was just thinking about all the things that I really did want at Christmas,"" sherecently told Rylan in a BBC interview.""I guess I turned it into, if there's something that you love, it means more than all that stuff."" Aww.Her tune, like Wham!'s and Band Aid's, has benefitted from being heavily promoted by streaming services like Spotify, Apple and Amazon on their top Christmas playlists. In recent years, Amazon has thrown its might behind new Christmas songs that are exclusive to its service. They have included Sam Ryder's You're Christmas To Me, which narrowly lost out to Wham! last year, and Ellie Goulding's River, which topped the chart just after Christmas in 2019.This year, Grennan's soulful, lovelorn It Can't Be Christmas is only available via Amazon Music.Grennan, who actually penned the track in Los Angeles in the summer, said it was a ""no-brainer"" for him to team up with the streamer to create his own festive song.Amazon has also commissioned Icelandic-Chinese singer-songwriterLaufey's Christmas Magic.She said being asked to come up with an original to go up against the usual suspects was ""such a fun challenge"".The classically-trained star's jazzy number features in Red One, a holiday-themed action movie starring Dwayne Johnson, Chris Evans and Lucy Liu - and made by Amazon. Chart expert James Masterson says the Christmas number one race began as an invention of British bookmakers in 1984.While it used to produce many bona fide pop hits, he believes the concept has been ""ruined"" in recent years, not least by the admittedly well-intentioned LadBaby.""It became pointless speculating as to what was going to be Christmas number one,"" he says of the LadBaby era.""Which is why, when he didn't release a song last year, it left this void and it was a void that nobody came along to fill.""Last Christmas ""won by default"", he says, because it appears at the top of all the Christmas playlists playing ""the same old songs, every single year, in much the same order"". Due to a crowded Christmas market, Masterson says many record labels began to feel it's not worth worrying about the end of year chart any more.Chart rules dictate that songs released in the last three years are weighted more favourably than those already in the Christmas canon.But even with that factor in their favour, he feels it is increasingly difficult for artists with genuinely good new seasonal songs to ""achieve enough momentum"" to ""get lucky"".""My view is that if Last Christmas by Wham! gets the Christmas number one again by default, it would be a disaster for the whole concept,"" he concludes.So anyone launching a late bid - be it fans of the lateLiam Payne, Liberal Democrat leaderEd DaveyorYorkshire Pudding Boy-will probably require a cracking campaign.There have been upsets in the past - fans ofRage Against the Machine's Killing in the Nameput a small-but-welcome dint in the X Factor monopoly in 2009. Talbot thinks that ifSheeran really ""wanted to really go for it"" with Under The Tree, his song from Richard Curtis's That Christmas movie, he could challenge Wham! and  Mariah.Alternatively, the ""Wicked phenomenon could be really powerful"", meaningCynthia Ervivoand Grande's Defying Gravity could pull off a ""surprise"" as families and friends head for outings to the cinema.US pop sensationSabrina Carpenterhas released a Christmas-centric EP, Fruitcake, which could top the festive album chart, but its tracks don't seem to be in the running for the singles crown.So it's beginning to look a lot like Wham! will be Christmas number one again - just like last Christmas.This year's Christmas Number 1 will be revealed on 20 December on theOfficial Chart on Radio with Jack Saunders."
The Wanted singer needs urgent heart-block surgery12 mins agoCulture,https://www.bbc.com/news/articles/cn4xl549v5go,"Max George, of boy band The Wanted, has said he needs surgery for a heart condition, ""way quicker than the doctors first thought"".Taken into hospital on Wednesday, the singer, 36, had a scan on Monday and then posted: ""We don't have too much time to wait.""He had been diagnosed with ""a 2:1 block in my heart"", George said, wherethe heart beats more slowly or with an abnormal rhythmbecause of a problem with the electrical pulses.It was ""a pretty scary time right now and the last few nights have been really rough"" but he hoped to be out of hospital by Christmas. George's message was accompanied by a series of photos and a video of him on a hospital trolley, with wires attached to his chest, and giving the thumbs up. ""Had a little day trip today,"" he wrote, ""full Cat scan on my heart - not something I'd choose to do again.""As I mentioned yesterday, I have a 2:1 block in my heart.""Unfortunately, my heart rate hasn't picked up at all in almost a week.""Because of this, we don't have too much time to wait.""So it looks like I'm going to be in surgery way quicker than the doctors first thought.""I may even be home for Christmas.""Still a pretty scary time right now and the last few nights have been really rough.""But I wanted to say that I'm absolutely humbled by all your messages of support - both people I know and those I don't.""It's given me a much-needed boost and my family have been overwhelmed with support, which means more to me than anything. Much love, Max."" In a separate video, posted on Sunday, George told followers the scan would determine whether he needed ""a pacemaker, a defibrillator or something else"".""It's the top part not sending signals to the bottom, apparently,"" he said.He was ""feeling OK tonight"", George said in Sunday's video, adding: ""The City game didn't help much,"" in a reference to Manchester City's dramatic late defeat to rivals Manchester United.The British Heart Foundation saysan atrioventricular heart block is when the electrical impulses are delayed or blocked as they travel between the atria (the top chambers of the heart) and the ventricles (the bottom chambers).Heart blocks are graded as first, second or third degree, depending on severity. George rose to fame in the early 2010s, with bandmates Siva Kaneswaran, Nathan Sykes, Jay McGuiness and Tom Parker.The Wanted announced a break in 2014 - and in 2022, George and Kaneswaran relaunched as a duo.George also appeared in Strictly Come Dancing, in 2020.Parker died from brain cancer, aged 33, in March 2022."
Amy Dowden to return to Strictly for live tour5 hrs agoCulture,https://www.bbc.com/news/articles/c9dpg81p85jo,"Strictly Come Dancing professional Amy Dowden is to return to the show for its live tour.It comes after the 34-year-old, who made a return to the show this year after undergoing treatment for breast cancer, withdrew from the competition in November following an injury.At the time, Dowden said she was ""heartbroken"" to be pulling out of the show due to an ""insufficiency stress fracture"" on her shin.On the tour, beginning this January, the Welsh dancer will perform alongside her celebrity partner JB Gill, who will also dance with Dowden's replacement on the show, Lauren Oakley.Other couples to dance on the tour include 2024 finalists Love Island's Tasha Ghouri and Aljaz Skorjanec, and fellow finalists, actress Sarah Hadland and Vito Coppola. Actor and singer Shayne Ward will also appear, dancing alongside pro Nancy Xu.Professional dancer Michelle Tsiakkas and EastEnders star Jamie Borthwick will dance together while Kai Widdrington and Olympian Montell Douglas are paired, as  are Katya Jones and opera singer Wynne Evans.This year's winner, comedian Chris McCausland, who was the first blind contestant to take part in Strictly, will not appear on the tour due to scheduling conflicts with his stand-up dates.Dancers Dianne Buswell, Karen Hauer, Neil Jones, Nikita Kuzmin, Jowita Przystal, Robbie Kmetoni and Jake Leigh, will also perform.The tour opens at Birmingham's Utilita Arena on 17 January and will visit Sheffield, Newcastle, Glasgow, Liverpool, Leeds, Manchester and Nottingham.The final show will take place in London at the O2 on 9 February.Dancers will be joined by the Strictly judges Shirley Ballas, Anton Du Beke, Craig Revel Horwood and, for the first time on tour, Motsi Mabuse.It Takes Two host Janette Manrara will return to host.Manrara said it was ""an incredible line-up of couples"".""Arena audiences around the country are in for a real treat. It's going to be a blast to be back with all the pros and, as an extra special treat, it will be a joy to welcome back the lovely Amy Dowden.""Dowden underwent treatment for stage-three breast cancer in 2023 and did not have a celebrity partner on the show for that year.Following chemotherapy treatment and a mastectomy, she announced in February that tests showed she had ""no evidence of disease""."
Robbie Williams on why he's played by a chimp in new film17 hrs agoCulture,https://www.bbc.com/news/articles/cg7r21egd82o,"Robbie Williams is thoroughly enjoying his wander into the world of film, even if he is still learning the correct lingo.""I was at this thing called the Governors' Ball the other night. That was amazing,"" the singer says.He is talking about the Governors' Awards, held in Los Angeles, where he joined other guests including Tom Hanks, Angelina Jolie and Daniel Craig.""I'm super excited because it's all brand new to me. I feel like an artist that's just been signed. I'm full of hope, full of excitement, bewildered by it all.""The project that currently has him walking red carpets with the biggest names in Hollywood is his biopic Better Man.""Kevin Costner sought me out,"" he giggles, adding with growing incredulity: ""He wanted to come and tell me about the movie."" Better Man deals with Williams' life from childhood, through the Take That years, to about 2003, the year he broke records by playing three huge gigs at Knebworth (with the aim of annoying Oasis, who had only managed two).The twist in the tale, or tail, is that throughout the film, and with no explanation, he is portrayed on screen as a monkey.At least that is how everyone involved in the film refers to the animal. If Sir David Attenborough veered into film reviewing, he would be quick to point out, in hushed tones, that the creature singing Angels and Rock DJ is a chimpanzee, not a monkey - because it has no tail.To paraphrase the debut album of Williams' old boyband, Ape That and Party. Williams is speaking to me at London's Soho Hotel, a venue so popular with the movie industry that at the exact same time, Rupert Everett is presenting an award on one floor, while in the basement there is a screening of a documentary produced by Jennifer Lawrence.Williams is sitting next to Michael Gracey, the director of 2017 hit The Greatest Showman.Now, after a gap of seven years, Better Man is Gracey's next film, and it was his idea to turn the main man into a monkey. For a year and half, Williams and Gracey had been sending messages back and forth, discussing a possible film musical based on his life.""There have been a lot of musical biopics,"" says Gracey. ""I wanted to come at this with a different lens.""Quite often Rob will say, 'I'm just like a performing monkey' or 'I'm up the back like a performing monkey'.""It just sparked this idea of, we've got this chance to tell this story, not from the perspective of how we see Rob, but how he sees himself.""And so I pitched the idea to Rob. I said, 'You know, if you were to be an animal, how would you see yourself?'""Williams takes up the story: ""I was looking for some self-worth at the time and I was like, 'I am a lion'. And he just cocked his head and went, 'Mmmm.'""I went, 'Monkey?'""And he went, 'Yeah, so here's the idea.' And before the end of the sentence was out of his mouth, I'm like, 'Yes, that, that, that, please'."" The monkey was created by Weta, the special effects company responsible for Gollum in Lord of the Rings and Caesar in Planet of the Apes. They used a combination of motion capture and CGI, with the role and the speaking voice taken on by English actor Jonno Davies, best known as Tobias in the Al Pacino TV series Hunters.But it turns out that the original plan was for Williams himself to play the monkey.""I was going to, but it involved me leaving my family for loads and loads of months,"" he says. ""And the thought of that was just too much for me to bear.""There are loads of things that I want to do that are just best being an idea. It was great at dinner parties, 'I'm playing me in a story about me.'""And by the time it came round to it, I was bored of the idea. 'I've said it at dinner parties now. I've done it.'"" Williams did perform the whole of My Way while wired up to help with the motion capture, at a specially arranged pair of concerts at the Royal Albert Hall in 2022.""We also scanned his eyes,"" explains Gracey, ""So when you look at the monkey's eyes, it's actually one for one Rob's eyes.""""I kind of don't want to know which bit's me and which bit's not me,"" interrupts Williams.""I want the magic of the film just to be the magic of the film.""Also, Jonno, who plays me, has got a wonderful bottom and I want to believe that bit is me, that my bum will be memorialised as that epic."" Robbie Williams sums up Better Man as ""the greatest hits of my trauma for the TikTok generation"".And the film doesn't shy away from dealing with his drug addictions and mental health problems, or when Nicole Appleton from All Saints was pregnant with their child and was pressured by people in the music industry, she said, into having an abortion.""My part in her life I still have shame about. It's the most difficult part of the film for me to watch,"" Williams admits.""She did me no harm and is a kind, lovely person. I was an idiot younger boyfriend."" Appleton is supportive of the film and was consulted throughout production - unlike Williams' father Peter Conway, a singer with whom he has performed many times over the years.In Better Man, he is played by Inside No 9's Steve Pemberton and portrayed as someone who let down his family.""He hasn't seen it yet. And I don't know if I want him to,"" says Williams.""I haven't spoken to him about it. I'm embarrassed. I love my dad. Best mate, charming, wonderful man.""But as it is with everybody's childhood, like the Philip Larkin poem, 'They mess you up your mum and dad.' And I'm messing my kids up."" The film also paints a pretty poisonous portrait of Williams' time in Take That.""There's a pattern - boys join a boyband, boyband becomes huge, boys get sick. And I don't think anybody gets to escape that,"" is his summary.""I don't know what it is completely about fame that warps. I just know that it does. I know that young fame, in particular, is corrosive and toxic. It should come with a health warning.""The death earlier this year of One Direction's Liam Payne, who he mentored on The X Factor in 2010, has made him want to change the way boybands are looked after.""It's going to take a bunch of creatives to sit around, and I want to head that. I want to do that,"" he says.""It has to be creative people, not members of Parliament or record company bosses. I think this needs to be oversensitive people with complicated inner lives, who understand what it's like to have a complicated inner life and what help that would need.""But these plans will have to wait. At the moment, Williams' full attention is on the film and the Oscars.Success in the US is quite a change for a singer who famously never broke America. (Angels reached 53 in the Billboard chart, Millennium 72 and that was it.)In 2002, he even made fun of the situation with the self-deprecating I Will Talk And Hollywood Will Listen, in which the title rhymed with the lyric ""Mr Spielberg look just what you're missing"".How things change. Better Man has already earned a Golden Globe nomination for best song. And on Tuesday, he will find out whether Forbidden Road, which plays over the end credits, is among the 15 songs on the shortlist for the Academy Awards.And there are other categories in which the film could get a nomination.""Best visual effects,"" starts Gracey, before Williams interjects once more.""Best musical monkey!"" he beams.Gracey laughs. ""If that was a category, we would definitely win.""Hollywood is indeed starting to listen.Better Man opens in cinema on 26 December."
Gavin and Stacey fans treated to cameo and trailer on Strictly1 day agoCulture,https://www.bbc.com/news/articles/c1wqpjqzv9vo,"The first clips from the final episode of Gavin and Stacey were shown during the Strictly Come Dancing finale on Saturday night.The trailer appeared to centre around the key characters coming together for a weekend.It was a double treat for fans, as before the trailer was aired, Ruth Jones also made a cameo appearance as Nessa.Fans wondering ""what's occurring?"" won't have to wait much longer, with the episode due to airon BBC One on Christmas Day. The last fans saw of Nessa and Smithy, played by James Corden, was in the 2019 Christmas special, where Nessa went down on one knee,asking Smithy to marry her.The trailer aired on Saturday night did not make it clear whether the couple has since tied the knot.Strictly winner Chris McCausland crowned in glitzy live final Butone of the show's biggest mysteries- what happened during Uncle Bryn and Jason's fishing trip - may finally be revealed in the show's Christmas special.We heard one character, thought to be Gwen (Stacey's mother) saying: ""Thirty years ago you two went on a fishing trip that almost tore this family apart,"" suggesting fans may find out why.All the recurring characters were seen in the clips, including Gavin and Stacey (played by Mathew Horne and Joanna Page), who got married in the first season of the show in 2007.The trailer ends with the characters dancing and knocking back a round of shots. Fans took to social media after the trailer dropped, with one X user writing: ""This looks so so good.""""Strictly, you're killing me here!,"" wrote another.""I can't wait to watch it but I'm not ready for it to be completely over,"" a third commented.During her cameo as Nessa, Jones explained the terms and conditions of voting for Strictly's winners, and told host Claudia Winkleman: ""I see you're copying my hairstyle still, tidy.""She added: ""Please don't try and vote if you're watching on demand, you'll just make a fool of yourself.""The hit TV series, co-created by Corden and Jones, aired between 2007 and 2010, and returned in 2019 with a one-off festive special"
2 hrs agoGrenfell families complain to architect regulatorThe Good Law Project has complained over architects involved in the Grenfell Tower refurbishment.2 hrs agoLondon,https://www.bbc.com/news/articles/cdx9574ew07o,"The families of three people who died in the Grenfell Tower fire are supporting a letter of complaint to a regulator about the architects involved in the block's refurbishment.The Good Law Project delivered a letter of complaint to the Architects Registration Board (ARB) which accused Studio E of being negligent in its role and said it should be held accountable.Apublic inquiry previously found architectural firm Studio E bore ""a very significant degree of responsibilityfor the disaster"" in 2017, in which 72 people died.The ARB said formal investigations began after phase two of the inquiry concluded, but it did not comment on the details of investigations. Studio E isin the process of being liquidatedand the BBC has attempted to approach representatives for comment.The Good Law Project was joined by the Fire Brigades Union (FBU) on Monday to deliver the letter, and said if the complaint is upheld it hoped to set a precedent enabling other residents of buildings with dangerous cladding to file a complaint against their architects with the ARB.It added the families ofAmna Mahmoud Idris, Amal Ahmedin and three-year-old Amaya Tuccu-Ahmedin, all of whom died on the 19th floor of Grenfell Tower, supported the group's efforts and submitted a statement saying while the architects ""may be held to account today... we, the bereaved families, will have to live with their mistakes for the rest of our lives"". Their statement read: ""These architects were responsible for the architectural safety of our and our families' homes.""Yet none of their partners or employees had the relevant knowledge, experience or skills needed to work on a high-rise cladding project.""They let us and our loved ones down.""The Good Law Project said it also gained support for its letter from the Grenfell Community Campaigners.Bekah Sparrow, legal manager at the Good Law Project, said: ""It's been seven and a half years since the fire and those architects are still on the register, we haven't seen any action from the regulator at all."" ""We're really hoping the registration board takes robust action. In practical terms they can issue a reprimand, fine, suspension - they can even strike architects off the register,"" Ms Sparrow continued.""We've got unsafe cladding up and down the country, so many people living in unsafe buildings and we need them to know, architects to know, that the registration board does take action when there's information in the public domain that seriously questions whether things have gone as they should have done."" Matt Wrack, general secretary at the FBU, said: ""One of the things we've said from day one is that the Grenfell Tower tragedy represents a complete failure of regulation in this country in terms of building safety, and that's at the heart of everything that went wrong.""If anyone reads the findings of the report and the evidence given in the inquiry, there was a complete failure in terms of the planning of that redevelopment, how it was done who was allowed to do it - and that needs to be challenged.""I think the architects are exposed in the evidence that was heard at the inquiry and in the findings of the inquiry as a firm who had no experience or knowledge of that type of work... and they need to be held to account for that, and the regulation of architects needs to be better enforced."" An ARB spokesperson said following phase two of the inquiry, formal investigations began ""into whether any architects involved in the refurbishment of the tower might be guilty of a disciplinary offence under the Architects Code"".""The investigations must be conducted properly if they are to be effective, and can be complex, particularly when they take place in the background of potential criminal proceedings which must not be prejudiced,"" they added.""It is ARB's policy to not comment on the detail of investigations until or unless they reach a public hearing of our professional conduct committee, so that the committee can make an independent decision based on the evidence available."" Listen to the best of BBC Radio London onSoundsand follow BBC London onFacebook,XandInstagram. Send your story ideas tohello.bbclondon@bbc.co.uk"
"3 hrs agoLocal bands to help music venue's £10k revamp planThe front of the venue is ""falling off"", with the state of the building affecting bookings, say staff.3 hrs agoCoventry & Warwickshire",https://www.bbc.com/news/articles/cn08qveqjk0o,"A music and arts venue has begun fundraising to improve its ""shabby"" exterior which managers said was putting off customers.The Tin, a former coal storage area in Coventry's canal basin, has been awarded funding by the Veolia Environmental Trust and needs to raise £10,000 to complete the project.""A lot of people who come often will have noticed when they come to a gig the front is falling off,"" said marketing manager Jess Harper, adding: ""the storms have not helped one bit"".Supporters have so far raised £2,000 and several local bands have volunteered to play at a fundraising gig on 21 December. Ms Harper said they were ""all amazing bands and we are so thankful to them for playing and so hopefully we will get a few people down to see that"".The venue was ""looking a little bit shabby at the moment"", she said, and the aim was to repair the damage and improve the exterior, for nearby residents and guests, with new signage and planters.""You can see a lot of our cladding and our old windows through it now and it's just getting a bit dangerous and it's actually affecting all our bookings now,"" Ms Harper added.She said some couples who had met at the venue wanted to get married there, but the condition of the building ""puts a lot of people off"".Ms Harper said the ""amazing"" funding from the Veolia Trust would cover a lot of the work but the terms included the venue contributed £10,000 to complete the project.She added it was very important to preserve The Tin, especially as many music venues were being closed nationally.The Tin held many gigs, supported grassroots music and ran projects, including Live on Stage which helped senior school-aged children get into music and try out workshops, Ms Harper explained.""We just need our front to reflect the amazing stuff that goes on inside."" Follow BBC Coventry & Warwickshire onBBC Sounds,Facebook,XandInstagram."
"4 hrs agoPaddington firm lists in UK to protect British bearThe boss of Canal+ says the bear will stay ""close to his roots"" as the firm begins trading in London.4 hrs agoBusiness",https://www.bbc.com/news/articles/c390zve2ejzo,"Paddington will not be Americanised for US audiences, the boss of the firm behind the film franchise has pledged.""This is the most British bear… it has appealed to a lot of people because it is authentic,"" said Canal+ chief executive Maxime Saada.The news comes as the the French streaming company, which owns the film rights to the iconic British bear, began trading on the London Stock Exchange on Monday.Chancellor Rachel Reeves has described it as a ""vote of confidence"" in the London market, which has struggled to attract new business in recent years. Canal+ is being spun off from the Vivendi media stable, and is reported to be planning further global expansion from its new London base. Mr Saada told the BBC: ""We got some feedback from American companies that Paddington the bear is not American enough.""To maximise the Paddington box office, we could have made an American movie.""But he said the British bear's heritage would be preserved.""This is really our most prized intellectual property... we are very careful about being very close to its roots and authentic.""Canal+ is behind streaming hits such as Versailles and its subsidiary StudioCanal owns the rights to an array of movies including Total Recall, the Shaun the Sheep and Bridget Jones franchises, and more recently the Amy Winehouse biopic, Back to Black, as well as the three films featuring the marmalade-munching bear.The latest Paddington film, released last month, shows the bear and his adopted British family returning to his roots in Peru amid a trail of mishaps.Mr Saada said Paddington 4 was ""certainly not coming tomorrow"" but confirmed that the company is working on a follow-up and an animated series. Canal+ operates in 50 countries and has 27 million subscribers, two thirds of whom are outside of France.The firm's London listing comes after years of concerns over the exchange's lacklustre performance, with companies such as the construction group Ashstead and microchip designer Arm leaving to list overseas. Others have opted to go private.The London Stock Exchange is set for itsworst year for departures since the 2008-09 financial crisis. Some 88 companies have delisted or transferred their primary listing from London's main market, with only 18 taking their place.Economists say a thriving stock market is important for boosting the economy because it helps businesses raise money by allowing them to sell shares.This gives companies the funds they need to borrow and invest in new projects, create jobs, and expand, which in turn drives economic growth.Mr Saada has said the new flexibility in rules for LSE and the UK's strong creative industry played a role persuading him to choose London.""We have suddenly aroused a lot of curiosity from American investors, from British investors, from investors all over the world and we don't think this could have happened by listing anywhere else in the European territory.""""We have a long history of working with the creative industries here in the UK and that's also very important to us.""The flotation is expected to value the firm at up to €6bn (£5bn)."
